Uni-port ID,Entry name,Protein names,Gene names,Status,Organism,Length,Mass,Activity regulation,Involvement in disease,Catalytic activity,Cross-reference (PDB),Function
P0DTC2,SPIKE_SARS2,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S 2,reviewed,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),1273,"141,178",N/A,N/A,N/A,6LVN;6LXT;6LZG;6M0J;6M17;6M1V;6VSB;6VW1;6VXX;6VYB;6W41;6WPS;6WPT;6X29;6X2A;6X2B;6X2C;6X45;6X6P;6X79;6XC2;6XC3;6XC4;6XC7;6XCM;6XCN;6XDG;6XE1;6XEY;6XF5;6XF6;6XKL;6XKP;6XKQ;6XLU;6XM0;6XM3;6XM4;6XM5;6XR8;6XRA;6XS6;6YLA;6YM0;6YOR;6YZ5;6YZ7;6Z2M;6Z43;6Z97;6ZB4;6ZB5;6ZBP;6ZCZ;6ZDG;6ZDH;6ZER;6ZFO;6ZGE;6ZGG;6ZGI;6ZH9;6ZHD;6ZLR;6ZOW;6ZOX;6ZOY;6ZOZ;6ZP0;6ZP1;6ZP2;6ZP5;6ZP7;6ZWV;6ZXN;7A25;7A29;7A4N;7A5R;7A5S;7A91;7A92;7A93;7A94;7A95;7A96;7A97;7A98;7AD1;7AKD;7B14;7B17;7B18;7B3O;7B62;7BEH;7BEI;7BEJ;7BEK;7BEL;7BEM;7BEN;7BEO;7BEP;7BH9;7BNM;7BNN;7BNO;7BWJ;7BYR;7BZ5;7C01;7C2L;7C53;7C8D;7C8J;7C8V;7C8W;7CAB;7CAC;7CAH;7CAI;7CAK;7CAN;7CDI;7CDJ;7CH4;7CH5;7CHB;7CHC;7CHE;7CHF;7CHH;7CHO;7CHP;7CHS;7CJF;7CM4;7CN4;7CN9;7CT5;7CWL;7CWM;7CWN;7CWO;7CWS;7CWT;7CWU;7CYH;7CYP;7CYV;7CZP;7CZQ;7CZR;7CZS;7CZT;7CZU;7CZV;7CZW;7CZX;7CZY;7CZZ;7D00;7D03;7D0B;7D0C;7D0D;7D2Z;7D30;7D4G;7D6I;7DCC;7DCX;7DD2;7DD8;7DDD;7DDN;7DEO;7DET;7DEU;7DF3;7DF4;7DHX;7DJZ;7DK0;7DK2;7DK3;7DK4;7DK5;7DK6;7DK7;7DMU;7DPM;7DQA;7DWX;7DWY;7DWZ;7DX0;7DX1;7DX2;7DX3;7DX4;7DX5;7DX6;7DX7;7DX8;7DX9;7DZW;7DZX;7DZY;7E23;7E39;7E3B;7E3C;7E3J;7E3K;7E3L;7E3O;7E5O;7E5R;7E5S;7E5Y;7E7B;7E7D;7E7X;7E7Y;7E86;7E88;7E8C;7E8F;7E8M;7E9N;7E9O;7E9P;7E9Q;7E9T;7EAM;7EAN;7EAZ;7EB0;7EB3;7EB4;7EB5;7EDF;7EDG;7EDH;7EDI;7EDJ;7EFP;7EFR;7EH5;7EJ4;7EJ5;7EJY;7EJZ;7EK0;7EK6;7EKC;7EKE;7EKF;7EKG;7EKH;7ENF;7ENG;7EU2;7EY0;7EY4;7EY5;7EYA;7EZV;7F46;7F4W;7F62;7F63;7F7E;7FAE;7FAF;7FCD;7FCE;7FDG;7FDH;7FDI;7FDK;7FEM;7FET;7FG2;7FG3;7FG7;7FJO;7JJC;7JJI;7JJJ;7JMO;7JMP;7JMW;7JV2;7JV4;7JV6;7JVA;7JVB;7JVC;7JW0;7JWB;7JWY;7JX3;7JZL;7JZM;7JZN;7JZU;7K43;7K45;7K4N;7K8M;7K8S;7K8T;7K8U;7K8V;7K8W;7K8X;7K8Y;7K8Z;7K90;7K9H;7K9I;7K9J;7K9K;7K9Z;7KDG;7KDH;7KDI;7KDJ;7KDK;7KDL;7KE4;7KE6;7KE7;7KE8;7KE9;7KEA;7KEB;7KEC;7KFV;7KFW;7KFX;7KFY;7KGJ;7KGK;7KJ2;7KJ3;7KJ4;7KJ5;7KKK;7KKL;7KL9;7KLG;7KLH;7KLW;7KM5;7KMB;7KMG;7KMH;7KMI;7KMK;7KML;7KMS;7KMZ;7KN3;7KN4;7KN5;7KN6;7KN7;7KNB;7KNE;7KNH;7KNI;7KQB;7KQE;7KRQ;7KRR;7KRS;7KS9;7KSG;7KXJ;7KXK;7KZB;7L02;7L06;7L09;7L0N;7L2C;7L2D;7L2E;7L2F;7L3N;7L4Z;7L56;7L57;7L58;7L5B;7L7D;7L7E;7L7F;7L7K;7LAA;7LAB;7LC8;7LCN;7LD1;7LDJ;7LJR;7LM8;7LO4;7LOP;7LQ7;7LQV;7LQW;7LRS;7LRT;7LS9;7LSS;7LWI;7LWJ;7LWK;7LWL;7LWM;7LWN;7LWO;7LWP;7LWQ;7LWS;7LWT;7LWU;7LWV;7LWW;7LX5;7LXW;7LXX;7LXY;7LXZ;7LY0;7LY2;7LY3;7LYK;7LYL;7LYM;7LYN;7LYO;7LYP;7LYQ;7M0J;7M3I;7M42;7M53;7M6D;7M6E;7M6F;7M6G;7M6H;7M6I;7M71;7M7B;7M7W;7M8J;7M8K;7M8S;7M8T;7M8U;7MDW;7ME7;7MEJ;7MF1;7MFU;7MJG;7MJH;7MJI;7MJJ;7MJK;7MJL;7MJM;7MJN;7MKB;7MKL;7MKM;7MLZ;7MM0;7MMO;7MSQ;7MTC;7MTD;7MTE;7MW2;7MW3;7MW4;7MW5;7MW6;7MY2;7MY3;7MY8;7MZF;7MZG;7MZH;7MZI;7MZJ;7MZK;7MZL;7MZM;7MZN;7N0G;7N0H;7N1A;7N1B;7N1E;7N1F;7N1Q;7N1T;7N1U;7N1V;7N1W;7N1X;7N1Y;7N3I;7N4I;7N4J;7N4L;7N4M;7N5H;7N62;7N64;7N6D;7N6E;7N8H;7N8I;7N9A;7N9B;7N9C;7N9E;7N9T;7NAB;7ND3;7ND4;7ND5;7ND6;7ND7;7ND8;7ND9;7NDA;7NDB;7NDC;7NDD;7NEG;7NEH;7NKT;7NP1;7NS6;7NT9;7NTA;7NTC;7NX6;7NX7;7NX8;7NX9;7NXA;7NXB;7NXC;7NY5;7OAN;7OAO;7OAP;7OAQ;7OAU;7OAY;7OD3;7ODL;7OLZ;7OR9;7ORA;7ORB;7OWX;7P3D;7P3E;7P77;7P78;7P79;7P7A;7P7B;7PQY;7PQZ;7PR0;7PRY;7PRZ;7PS0;7PS1;7PS2;7PS4;7PS5;7PS6;7PS7;7Q0A;7Q0G;7Q0H;7Q0I;7Q1Z;7Q6E;7Q9F;7Q9G;7Q9I;7Q9J;7Q9K;7Q9M;7Q9P;7QO9;7R0Z;7R10;7R11;7R12;7R13;7R14;7R16;7R17;7R18;7R19;7R1A;7R1B;7R6W;7R6X;7R7N;7R8L;7R8M;7R8N;7R8O;7R95;7RA8;7RAL;7RAQ;7RBY;7RKU;7RKV;7RNJ;7RPV;7RR0;7RTD;7RTR;7RW2;7RXD;7RZQ;7RZR;7RZS;7RZT;7RZU;7RZV;7S0B;7S0C;7S0D;7S0E;7S4S;7S5P;7S5Q;7S5R;7SBK;7SBL;7SBO;7SBP;7SBQ;7SBR;7SBS;7SBT;7SC1;7SJS;7SN2;7SN3;7SO9;7SOA;7SOB;7SOC;7SOD;7SOE;7SOF;7SPO;7SPP;7SXR;7SXS;7SXT;7SXU;7SXV;7SXW;7SXX;7SXY;7SXZ;7SY0;7SY1;7SY2;7SY3;7SY4;7SY5;7SY6;7SY7;7SY8;7T01;7T9J;7T9K;7T9L;7TAS;7TAT;7TB8;7TBF;7TC9;7TCA;7TCC;7TE1;7TEW;7TEX;7TEY;7TEZ;7TF0;7TF1;7TF2;7TF3;7TF4;7TF5;7TGW;7TGX;7TGY;7THE;7THK;7THT;7TIK;7TLA;7TLB;7TLC;7TLD;7TN0;7TOU;7TOV;7TOW;7TOX;7TOY;7TOZ;7TP0;7TP1;7TP2;7TP3;7TP4;7TP7;7TP8;7TP9;7TPA;7TPC;7TPE;7TPF;7TPH;7TPL;7V26;7V2A;7V76;7V77;7V78;7V79;7V7A;7V7D;7V7E;7V7F;7V7G;7V7H;7V7I;7V7J;7V7N;7V7O;7V7P;7V7Q;7V7R;7V7S;7V7T;7V7U;7V7V;7V7Z;7V80;7V81;7V82;7V83;7V84;7V85;7V86;7V87;7V88;7V89;7V8A;7V8B;7V8C;7VMU;7VNB;7VNC;7VND;7VNE;7VX1;7VX4;7VX5;7VX9;7VXA;7VXB;7VXC;7VXD;7VXE;7VXF;7VXI;7VXK;7VXM;7VYR;7W92;7W94;7W98;7W99;7W9B;7W9C;7W9E;7W9F;7W9I;7WBL;7WBP;7WBQ;7WCR;7WCZ;7WD0;7WD7;7WD8;7WD9;7WDF;7WED;7WEV;7WK2;7WK3;7WK8;7WK9;7WKA;7WLC;7WPH;7WUE;7WUH;7WVN;7WVO;7WVP;7WVQ;7X08;7X7D;7Z0Y;7Z1A;7Z1B;7Z1C;7Z1D;7Z1E;,"Attaches the virion to the cell membrane by interacting with host receptor, initiating the infection."
P10145,IL8_HUMAN,Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)],CXCL8 IL8,reviewed,Homo sapiens (Human),99,"11,098",N/A,N/A,N/A,1ICW;1IKL;1IKM;1IL8;1ILP;1ILQ;1QE6;1ROD;2IL8;3IL8;4XDX;5D14;5WDZ;6LFM;6LFO;6N2U;6WZM;6XMN;,"Chemotactic factor that mediates inflammatory response by attracting neutrophils, basophils, and T-cells to clear pathogens and protect the host from infection."
P10148,CCL2_MOUSE,C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Platelet-derived growth factor-inducible protein JE) (Small-inducible cytokine A2),Ccl2 Je Mcp1 Scya2,reviewed,Mus musculus (Mouse),148,"16,326",N/A,N/A,N/A,N/A,Acts as a ligand for C-C chemokine receptor CCR2 (By similarity).
P10279,PRIO_BOVIN,Major prion protein (PrP) (Major scrapie-associated fibril protein 1) (CD antigen CD230),PRNP PRP,reviewed,Bos taurus (Bovine),264,"28,614",N/A,Variations in PRNP are responsible of transmissible bovine spongiform encephalopathies (BSE),N/A,1DWY;1DWZ;1DX0;1DX1;1SKH;2HH0;2RSK;2RU7;4YX2;,Its primary physiological function is unclear.
P10451,OSTP_HUMAN,Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin),SPP1 BNSP OPN PSEC0156,reviewed,Homo sapiens (Human),314,"35,423",N/A,N/A,N/A,3CXD;3DSF;,Major non-collagenous bone protein that binds tightly to hydroxyapatite.
P10696,PPBN_HUMAN,"Alkaline phosphatase, germ cell type (EC 3.1.3.1) (ALP-1) (Alkaline phosphatase Nagao isozyme) (Alkaline phosphatase, placental-like) (Germ cell alkaline phosphatase) (GCAP) (Placental alkaline phosphatase-like) (PLAP-like)",ALPG ALPPL ALPPL2,reviewed,Homo sapiens (Human),532,"57,377","Inhibited by L-leucine, EDTA and heat",N/A,Reaction=a phosphate monoester + H2O = an alcohol + phosphate,N/A,Alkaline phosphatase that can hydrolyze various phosphate compounds.
P11140,ABRA_ABRPR,Abrin-a [Cleaved into: Abrin-a A chain (EC 3.2.2.22) (rRNA N-glycosidase); Linker peptide; Abrin-a B chain],N/A,reviewed,Abrus precatorius (Indian licorice) (Glycine abrus),528,"59,244",N/A,N/A,Reaction=Endohydrolysis of the N-glycosidic bond at one specific adenosine on the 28S rRNA,1ABR;5Z37;5Z3I;5Z3J;,"The A chain is responsible for inhibiting protein synthesis through the catalytic inactivation of 60S ribosomal subunits by removing adenine from position 4,324 of 28S rRNA. Abrin-a is more toxic than ricin."
P11166,GTR1_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)",SLC2A1 GLUT1,reviewed,Homo sapiens (Human),492,"54,084",The uptake of glucose is inhibited by cytochalasin B and Phe-amide core-scaffold inhibitors GLUT-i1 and GLUT-i2,GLUT1 deficiency syndrome 1 (GLUT1DS1),Reaction=D-glucose(out) = D-glucose(in),4PYP;5EQG;5EQH;5EQI;6THA;,"Facilitative glucose transporter, which is responsible for constitutive or basal glucose uptake."
P11672,NGAL_MOUSE,Neutrophil gelatinase-associated lipocalin (NGAL) (Lipocalin-2) (Oncogene 24p3) (24p3) (SV-40-induced 24p3 protein) (Siderocalin LCN2) (p25),Lcn2,reviewed,Mus musculus (Mouse),200,"22,875",N/A,N/A,N/A,3S26;3U9P;,"Iron-trafficking protein involved in multiple processes such as apoptosis, innate immunity and renal development."
P13562,GON1_MOUSE,Progonadoliberin-1 (Progonadoliberin I) [Cleaved into: Gonadoliberin-1 (Gonadoliberin I) (Gonadotropin-releasing hormone I) (GnRH-I) (Luliberin I) (Luteinizing hormone-releasing hormone I) (LH-RH I); Prolactin release-inhibiting factor 1 (Prolactin release-inhibiting factor I)],Gnrh1 Gnrh,reviewed,Mus musculus (Mouse),90,"10,337",N/A,N/A,N/A,N/A,Stimulates the secretion of gonadotropins.
P13725,ONCM_HUMAN,Oncostatin-M (OSM),OSM,reviewed,Homo sapiens (Human),252,"28,484",N/A,N/A,N/A,1EVS;,Growth regulator. Inhibits the proliferation of a number of tumor cell lines.
P14151,LYAM1_HUMAN,L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1) (LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1) (LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L),SELL LNHR LYAM1,reviewed,Homo sapiens (Human),372,"42,187",N/A,N/A,N/A,2LGF;3CFW;5VC1;,Calcium-dependent lectin that mediates cell adhesion by binding to glycoproteins on neighboring cells.
P14210,HGF_HUMAN,Hepatocyte growth factor (Hepatopoietin-A) (Scatter factor) (SF) [Cleaved into: Hepatocyte growth factor alpha chain; Hepatocyte growth factor beta chain],HGF HPTA,reviewed,Homo sapiens (Human),728,"83,134",N/A,"Deafness, autosomal recessive, 39 (DFNB39)",N/A,1BHT;1GMN;1GMO;1GP9;1NK1;1SHY;1SI5;2HGF;2QJ2;3HMS;3HMT;3HN4;3MKP;3SP8;4D3C;4K3J;4O3T;4O3U;5COE;5CP9;5CS1;5CS3;5CS5;5CS9;5CSQ;5CT1;5CT2;5CT3;7MO7;7MO8;7MO9;7MOA;7MOB;7OCL;7OCM;,"Potent mitogen for mature parenchymal hepatocyte cells, seems to be a hepatotrophic factor, and acts as a growth factor for a broad spectrum of tissues and cell types."
P14555,PA2GA_HUMAN,"Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2) (Phosphatidylcholine 2-acylhydrolase 2A)",PLA2G2A PLA2B PLA2L RASF-A,reviewed,Homo sapiens (Human),144,"16,083",N/A,N/A,"Reaction=a 1,2-diacyl-sn-glycero-3-phosphoethanolamine + H2O = a 1-acyl-sn-glycero-3-phosphoethanolamine + a fatty acid + H(+)",1AYP;1BBC;1DB4;1DB5;1DCY;1J1A;1KQU;1KVO;1N28;1N29;1POD;1POE;3U8B;3U8D;3U8H;3U8I;5G3N;,"Secretory calcium-dependent phospholipase A2 that primarily targets extracellular phospholipids with implications in host antimicrobial defense, inflammatory response and tissue regeneration."
P14780,MMP9_HUMAN,Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9],MMP9 CLG4B,reviewed,Homo sapiens (Human),707,"78,458",Inhibited by histatin-3 1/24 (histatin-5),Intervertebral disc disease (IDD),Reaction=Cleavage of gelatin types I and V and collagen types IV and V,1GKC;1GKD;1ITV;1L6J;2OVX;2OVZ;2OW0;2OW1;2OW2;4H1Q;4H2E;4H3X;4H82;4HMA;4JIJ;4JQG;4WZV;4XCT;5CUH;5I12;5TH6;5TH9;5UE3;5UE4;6ESM;,Matrix metalloproteinase that plays an essential role in local proteolysis of the extracellular matrix and in leukocyte migration.
P15209,NTRK2_MOUSE,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB/GP95-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase),Ntrk2 Trkb,reviewed,Mus musculus (Mouse),821,"92,133","The formation of active receptors dimers able to fully transduce the ligand-mediated signal, may be negatively regulated by the formation of inactive heterodimers with the non-catalytic isoforms",N/A,Reaction=ATP + L-tyrosyl-[protein] = ADP + H(+) + O-phospho-L-tyrosyl-[protein],N/A,"Receptor tyrosine kinase involved in the development and the maturation of the central and the peripheral nervous systems through regulation of neuron survival, proliferation, migration, differentiation, and synapse formation and plasticity."
P15260,INGR1_HUMAN,Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (CDw119) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119),IFNGR1,reviewed,Homo sapiens (Human),489,"54,405",N/A,Immunodeficiency 27A (IMD27A),N/A,1FG9;1FYH;1JRH;6E3K;6E3L;,"Receptor subunit for interferon gamma/INFG that plays crucial roles in antimicrobial, antiviral, and antitumor responses by activating effector immune cells and enhancing antigen presentation."
P15692,VEGFA_HUMAN,Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF),VEGFA VEGF,reviewed,Homo sapiens (Human),232,"27,042",N/A,Microvascular complications of diabetes 1 (MVCD1),N/A,1BJ1;1CZ8;1FLT;1KAT;1KMX;1MJV;1MKG;1MKK;1QTY;1TZH;1TZI;1VGH;1VPF;1VPP;2FJG;2FJH;2QR0;2VGH;2VPF;3BDY;3P9W;3QTK;3S1B;3S1K;3V2A;4DEQ;4GLN;4GLS;4KZN;4QAF;4WPB;4ZFF;5DN2;5FV1;5FV2;5HHC;5HHD;5O4E;5T89;6BFT;6D3O;6T9D;6V7K;6Z13;6Z3F;6ZBR;6ZCD;6ZFL;7KEZ;7KF0;7KF1;7LL8;7LL9;,"Growth factor active in angiogenesis, vasculogenesis and endothelial cell growth."
P15941,MUC1_HUMAN,Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],MUC1 PUM,reviewed,Homo sapiens (Human),1255,"122,102",N/A,MUC1/CA 15-3 is used as a serological clinical marker of breast cancer to monitor response to breast cancer treatment and disease recurrence,N/A,1SM3;2ACM;2FO4;5T6P;5T78;6FZQ;6FZR;6KX1;6TGG;7Q4I;,The alpha subunit has cell adhesive properties.
P16070,CD44_HUMAN,CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44),CD44 LHR MDU2 MDU3 MIC4,reviewed,Homo sapiens (Human),742,"81,538",N/A,N/A,N/A,1POZ;1UUH;2I83;4PZ3;4PZ4;6TXS;,"Cell-surface receptor that plays a role in cell-cell interactions, cell adhesion and migration, helping them to sense and respond to changes in the tissue microenvironment."
P16088,POL_FIVPE,Pol polyprotein [Cleaved into: Protease (Retropepsin) (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2); Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)],pol,reviewed,Feline immunodeficiency virus (isolate Petaluma) (FIV),1124,"127,494",N/A,N/A,Reaction=Endohydrolysis of RNA in RNA/DNA hybrids,1B11;1DUT;1F7D;1F7K;1F7N;1F7O;1F7P;1F7Q;1F7R;1FIV;2FIV;2HAH;3FIV;3OGP;3OGQ;4FIV;4MQ3;4PA1;5FIV;6FIV;,"During replicative cycle of retroviruses, the reverse-transcribed viral DNA is integrated into the host chromosome by the viral integrase enzyme."
P16234,PGFRA_HUMAN,Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a),PDGFRA PDGFR2 RHEPDGFRA,reviewed,Homo sapiens (Human),1089,"122,670",Present in an inactive conformation in the absence of bound ligand. Binding of PDGFA and/or PDGFB leads to dimerization and activation by autophosphorylation on tyrosine residues,A chromosomal aberration involving PDGFRA is found in some cases of hypereosinophilic syndrome,Reaction=ATP + L-tyrosyl-[protein] = ADP + H(+) + O-phospho-L-tyrosyl-[protein],1GQ5;5GRN;5K5X;6A32;6JOI;6JOJ;6JOK;6JOL;7LBF;,"Tyrosine-protein kinase that acts as a cell-surface receptor for PDGFA, PDGFB and PDGFC and plays an essential role in the regulation of embryonic development, cell proliferation, survival and chemotaxis."
P16422,EPCAM_HUMAN,Epithelial cell adhesion molecule (Ep-CAM) (Adenocarcinoma-associated antigen) (Cell surface glycoprotein Trop-1) (Epithelial cell surface antigen) (Epithelial glycoprotein) (EGP) (Epithelial glycoprotein 314) (EGP314) (hEGP314) (KS 1/4 antigen) (KSA) (Major gastrointestinal tumor-associated protein GA733-2) (Tumor-associated calcium signal transducer 1) (CD antigen CD326),EPCAM GA733-2 M1S2 M4S1 MIC18 TACSTD1 TROP1,reviewed,Homo sapiens (Human),314,"34,932",N/A,"Diarrhea 5, with tufting enteropathy, congenital (DIAR5)",N/A,4MZV;6I07;,May act as a physical homophilic interaction molecule between intestinal epithelial cells (IECs) and intraepithelial lymphocytes (IELs) at the mucosal epithelium for providing immunological barrier as a first line of defense against mucosal infection.
P17763,POLG_DEN1W,Genome polyprotein [Cleaved into: Capsid protein C (Capsid protein) (Core protein); Protein prM (Precursor membrane protein); Peptide pr (Peptide precursor); Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)],N/A,reviewed,Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1),3392,"378,702",N/A,N/A,Reaction=Selective hydrolysis of -Xaa-Xaa-|-Yaa- bonds in which each of the Xaa can be either Arg or Lys and Yaa can be either Ser or Ala,3J8D;3L6P;3LKW;4AL8;4GSX;4GT0;4LCY;4OIG;5VIC;5WJL;5WKF;7DWT;7DWU;,Plays a role in virus budding by binding to the cell membrane and gathering the viral RNA into a nucleocapsid that forms the core of a mature virus particle.
P18090,ADRB1_RAT,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),Adrb1 Adrb1r,reviewed,Rattus norvegicus (Rat),466,"50,472",N/A,N/A,N/A,N/A,Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins.
P18177,TCDB_CLODI,Toxin B (EC 3.4.22.-) [Cleaved into: Glucosyltransferase TcdB (EC 2.4.1.-)],tcdB toxB,reviewed,Clostridioides difficile (Peptoclostridium difficile),2366,"269,712","Protease activity is activated upon binding to 1D-myo-inositol hexakisphosphate (InsP6), which induces conformational reorganization",N/A,Reaction=L-threonyl-[protein] + UDP-alpha-D-glucose = 3-O-(alpha-D-glucosyl)-L-threonyl-[protein] + H(+) + UDP,2BVL;2BVM;4NC2;4NP4;5UQM;5UQN;5UQT;6AR6;6C0B;6OQ5;6OQ6;6OQ7;6OQ8;7LOU;7LOV;7ML7;7N8X;7N95;7N97;7N9Q;7N9R;7N9S;7N9Y;7S0Y;,"Precursor of a cytotoxin that targets and disrupts the colonic epithelium, inducing the host inflammatory and innate immune responses and resulting in diarrhea and pseudomembranous colitis."
P19022,CADH2_HUMAN,Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325),CDH2 CDHN NCAD,reviewed,Homo sapiens (Human),906,"99,809",N/A,"Arrhythmogenic right ventricular dysplasia, familial, 14 (ARVD14)",N/A,N/A,Calcium-dependent cell adhesion protein; preferentially mediates homotypic cell-cell adhesion by dimerization with a CDH2 chain from another cell. Cadherins may thus contribute to the sorting of heterogeneous cell types.
P19338,NUCL_HUMAN,Nucleolin (Protein C23),NCL,reviewed,Homo sapiens (Human),710,"76,614",N/A,N/A,N/A,2FC8;2FC9;2KRR;,Nucleolin is the major nucleolar protein of growing eukaryotic cells.
P19821,DPO1_THEAQ,"DNA polymerase I, thermostable (EC 2.7.7.7) (Taq polymerase 1)",polA pol1,reviewed,Thermus aquaticus,832,"93,910",N/A,N/A,Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1),1BGX;1JXE;1KTQ;1QSS;1QSY;1QTM;1TAQ;1TAU;2KTQ;3KTQ;3LWL;3LWM;3M8R;3M8S;3OJS;3OJU;3PO4;3PO5;3PY8;3RR7;3RR8;3RRG;3RRH;3RTV;3SV3;3SV4;3SYZ;3SZ2;3T3F;4BWJ;4BWM;4C8K;4C8L;4C8M;4C8N;4C8O;4CCH;4DF4;4DF8;4DFJ;4DFK;4DFM;4DFP;4DLE;4DLG;4ELT;4ELU;4ELV;4KTQ;4N56;4N5S;4XIU;5E41;5KTQ;5NKL;5O7T;5OXJ;5SZT;5W6K;5W6Q;5YTC;5YTD;5YTE;5YTF;5YTG;5YTH;5Z3N;6FBC;6FBD;6FBE;6FBF;6FBG;6FBH;6FBI;6Q4U;6Q4V;,N/A
P21781,FGF7_HUMAN,Fibroblast growth factor 7 (FGF-7) (Heparin-binding growth factor 7) (HBGF-7) (Keratinocyte growth factor),FGF7 KGF,reviewed,Homo sapiens (Human),194,"22,509",N/A,N/A,N/A,N/A,"Plays an important role in the regulation of embryonic development, cell proliferation and cell differentiation."
